source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period,roni_anom,tropical_mean_anom
CFS,CFSv2,dynamical,2026-04-27,2025-10,-0.4991535246372223,mean,0,monthly,1991-2020,-0.8251830339431763,0.326029509305954
CFS,CFSv2,dynamical,2026-04-27,2025-11,-0.7111474871635437,mean,0,monthly,1991-2020,-0.9488622546195984,0.2377147674560547
CFS,CFSv2,dynamical,2026-04-27,2025-12,-0.6391204595565796,mean,0,monthly,1991-2020,-0.9488694667816162,0.3097490072250366
CFS,CFSv2,dynamical,2026-04-27,2026-01,-0.5568469166755676,mean,0,monthly,1991-2020,-0.9437293410301208,0.3868824243545532
CFS,CFSv2,dynamical,2026-04-27,2026-02,-0.20334014296531677,mean,0,monthly,1991-2020,-0.6590121388435364,0.4556719958782196
CFS,CFSv2,dynamical,2026-04-27,2026-03,0.02000141516327858,mean,0,monthly,1991-2020,-0.4912756681442261,0.5112770833075047
CFS,CFSv2,dynamical,2026-04-27,2026-04,0.4634815752506256,mean,0,monthly,1991-2020,-0.05273661017417908,0.5162181854248047
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.0411469280719756,mean,1,monthly,1991-2020,0.6452166840434075,0.39593024402856825
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.4519801765680314,mean,2,monthly,1991-2020,0.9798925340175628,0.4720876425504684
CFS,CFSv2,dynamical,2026-04-27,2026-07,2.0334099501371385,mean,3,monthly,1991-2020,1.5714735209941864,0.46193642914295197
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.4571161210536956,mean,4,monthly,1991-2020,1.9814247161149978,0.4756914049386978
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.64230455160141,mean,5,monthly,1991-2020,2.140879672765732,0.5014248788356781
CFS,CFSv2,dynamical,2026-04-27,2026-10,3.0288421154022216,mean,6,monthly,1991-2020,2.506751772761345,0.5220903426408767
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.2857610166072844,mean,7,monthly,1991-2020,2.755346441268921,0.5304145753383637
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.0487906128168105,mean,8,monthly,1991-2020,2.451347678899765,0.5974429339170456
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.600163158774376,mean,9,monthly,1991-2020,1.916131715476513,0.684031443297863
